Company_name,Company_website,Rating_nr,Rating_recommend_to_friend,Number_of_reviews,Number_of_salaries,Number_of_interviews
 Instituut voor Beeld en Geluid ,www.beeldengeluid.nl,2.0, 100% recommended to a friend, 1, 2, --
 Intermetzo ,www.intermetzo.nl,3.0, 100% recommended to a friend, 1, 4, 1
 Intros Hotel Supply ,www.introshotelsupplies.com,5.0, 100% recommended to a friend, 1, 2, --
 Iriszorg ,www.iriszorg.nl,4.0, 0% recommended to a friend, 1, 2, --
 Jaarbeurs Utrecht ,www.jaarbeurs.nl,5.0, 100% recommended to a friend, 1, 3, --
 Jansen Venneboer ,www.jansen-venneboer.com,5.0, 100% recommended to a friend, 1, 1, --
 Joanknecht & Van Zelst ,www.joanknecht.nl,4.0, 100% recommended to a friend, 1, 3, --
 Jongerius ,www.jongerius-jpg.nl,3.0, 100% recommended to a friend, 1, 2, --
 Kenteq ,www.kenteq.nl,5.0, 0% recommended to a friend, 1, 3, --
 Keyprocessor ,www.keyprocessor.com,2.0, 100% recommended to a friend, 1, 1, --
 Klein Retail Group ,www.kleinretailgroup.nl,1.0, 0% recommended to a friend, 1, 2, --
 Knapen Trailers ,www.knapen-trailers.eu,4.0, 100% recommended to a friend, 1, 2, 1
 Kusters ,www.kusterstho.nl,3.0, 100% recommended to a friend, 1, 2, --
 Lasaulec ,www.lasaulec.nl,1.0, 0% recommended to a friend, 1, 3, --
 Legian ,www.legian.nl,1.0, 0% recommended to a friend, 1, 3, 1
 Lesscher ,www.lesscher.nl,3.0, 0% recommended to a friend, 1, 2, --
 Liftinstituut ,www.liftinstituut.nl,4.0, 100% recommended to a friend, 1, 2, --
 Marskramer ,www.marskramer.nl,1.0, 0% recommended to a friend, 1, 1, 1
 Martin Schilder ,www.martinschilder.nl,4.0, 100% recommended to a friend, 1, 1, --
 Meijers Assurantien ,www.meijers.nl,4.0, 100% recommended to a friend, 1, 2, --
 Mercachem ,www.mercachem.com,4.0, 100% recommended to a friend, 1, 2, --
 Merison ,www.merison.com,5.0, 100% recommended to a friend, 1, 1, --
 MKB Brandstof ,www.mkb-brandstof.nl,4.0, 100% recommended to a friend, 1, 1, --
 Mors Smitt ,www.morssmitt.nl,5.0, 100% recommended to a friend, 1, --, --
 Move Beyond ,www.movebeyond.nl,3.0, 100% recommended to a friend, 1, 3, --
 NedSense LOFT ,www.loft-nedsense.com,3.0, 0% recommended to a friend, 1, 2, --
 NEM Hengelo ,www.nem-group.com,2.0, 100% recommended to a friend, 1, 3, --
 Netherlands Interdisciplinary Demographic Institute ,www.nidi.knaw.nl,5.0, 100% recommended to a friend, 1, 1, --
 Netwerk VSP ,www.netwerkvsp.nl,4.0, 0% recommended to a friend, 1, 5, --
 Nieuwsblad vh Noorden Anglo-Portuguese News HDC Media ,www.dvhn.nl,5.0, 100% recommended to a friend, 1, 1, --
 ODMedia ,www.odmedia.nl,3.0, 100% recommended to a friend, 1, 2, --
 Open Line ,www.openline.nl,4.0, 100% recommended to a friend, 1, 1, --
 Oudstanding Groep ,www.oudstanding.nl,4.0, 0% recommended to a friend, 1, 2, --
 Pantheon Automatisering ,www.pantheon-automatisering.nl,3.0, 0% recommended to a friend, 1, 2, --
 PAT Learning Solutions ,www.pat.nl,3.0, 100% recommended to a friend, 1, 1, --
 PFC Marine Netherlands ,www.pfcmarine.co.uk,5.0, 100% recommended to a friend, 1, 2, --
 PharmaPartners ,www.pharmapartners.nl,3.0, 0% recommended to a friend, 1, 5, 1
 PinkRoccade ,www.pinkroccade.nl,1.0, 0% recommended to a friend, 1, 15, 1
 Pleuger Water Solutions ,www.pleuger.nl,4.0, 100% recommended to a friend, 1, 2, --
 Plieger ,www.plieger.nl,3.0, 0% recommended to a friend, 1, 6, --
 Pluripharm ,www.pluripharm.nl,1.0, 0% recommended to a friend, 1, 2, --
 Postillion hotels ,www.postillionhotels.com,4.0, 100% recommended to a friend, 1, 2, --
 Presikhaaf Bedrijven ,www.presikhaaf.org,3.0, 0% recommended to a friend, 1, 3, --
 Promese Logistics ,www.promese.eu,5.0, 100% recommended to a friend, 1, 2, 1
 Realworld Systems ,www.realworld-systems.com,5.0, 100% recommended to a friend, 1, 2, --
 Rode Kruis Ziekenhuis ,www.rkz.nl,4.0, 100% recommended to a friend, 1, --, --
 Royal Burger Group ,www.royalburgergroup.com,3.0, 0% recommended to a friend, 1, 2, --
 Rubicon Advies voor Organisatie Dynamiek ,www.rubicon.nl,4.0, 100% recommended to a friend, 1, 1, --
 SALESrecruiters ,www.salesrecruiters.nl,5.0, 0% recommended to a friend, 1, 1, --
 Serviceheroes ,www.serviceheroes.com,4.0, 100% recommended to a friend, 1, 2, --
 Servo berkel prior ,www.servoberkelprior.nl,1.0, 0% recommended to a friend, 1, 1, --
 Sheerenloo ,www.sheerenloo.nl,4.0, 100% recommended to a friend, 2, 4, --
 Slachtoffer in Beeld ,www.slachtofferinbeeld.nl,2.0, 0% recommended to a friend, 1, 1, --
 Smartwares Home Improvement ,www.smartwareshomeimprovement.eu,1.0, 0% recommended to a friend, 1, 3, --
 Stedelijk Museum Amsterdam ,www.stedelijk.nl,3.0, 100% recommended to a friend, 1, 2, --
 Steens & Partners ,www.steens.nl,4.0, 100% recommended to a friend, 1, 4, --
 Studentalent ,www.studentalent.nl,4.0, 100% recommended to a friend, 1, 2, 1
 surinam airways ,www.flyslm.com,2.0, 0% recommended to a friend, 1, --, --
 TCPM ,www.tcpm.nl,4.0, 100% recommended to a friend, 1, 8, 2
 The Hague Online ,www.thehagueonline.com,4.0, 100% recommended to a friend, 1, --, --
 Theodoor Gilissen ,www.gilissen.nl,4.0, 100% recommended to a friend, 1, 3, --
 TiasNimbas Business School ,www.tias.edu,5.0, 100% recommended to a friend, 1, 1, --
 TKP Pensioen ,www.tkppensioen.nl,5.0, 100% recommended to a friend, 1, 3, --
 TVM verzekeringen ,www.tvm.nl,3.0, 100% recommended to a friend, 1, 2, 1
 Van der Wal Transport ,www.vanderwal-transport.comen,2.0, 0% recommended to a friend, 1, 2, --
 Van Doren Engineers ,www.vandoren.nl,4.0, 100% recommended to a friend, 1, 2, --
 Van Neynsel ,www.vanneynsel.nl,3.0, 100% recommended to a friend, 1, 1, --
 Veenman ,www.veenman.nl,3.0, 100% recommended to a friend, 1, 1, --
 Veiligheidsregio Haaglanden ,www.vrh.nl,3.0, 100% recommended to a friend, 1, 2, --
 Vereniging Eigen Huis ,www.eigenhuis.nl,4.0, 100% recommended to a friend, 1, 2, 1
 Vesteda ,www.vesteda.com,4.0, 100% recommended to a friend, 1, 4, --
 Vlaamsch Broodhuys ,www.vlaamschbroodhuys.nl,2.0, 0% recommended to a friend, 1, 2, --
 Welzorg Nederland ,www.welzorg.nl,5.0, 100% recommended to a friend, 1, 1, 1
 Wittebrug AutoGroep ,www.wittebrug.nl,5.0, 100% recommended to a friend, 1, 1, --
 Yorneo ,www.yorneo.nl,5.0, 100% recommended to a friend, 1, 2, --
 Youdagames ,www.youdagames.com,3.0, 0% recommended to a friend, 1, 3, --
 Zetacom ,www.zetacom.nl,3.0, 0% recommended to a friend, 1, 2, --
 Zwitserleven ,www.zwitserleven.nl,5.0, 100% recommended to a friend, 1, 13, --
 MTH ,www.mth.nl,3.0, 100% recommended to a friend, 1, 3, 2
 PMO Partners ,www.pmopart.com,4.0, 0% recommended to a friend, 1, 1, --
 Bob's Youth Hostel ,www.bobsyouthhostel.nl,5.0, 100% recommended to a friend, 1, --, --
 Molotov Events ,www.molotov-events.nl,1.0, 0% recommended to a friend, 1, --, --
 Accent Circonflexe Groupe ,www.accentgroupe.com,5.0, 100% recommended to a friend, 1, --, --
 Euroflex ,www.euroflexbv.com,5.0, 100% recommended to a friend, 1, 1, --
 ReXil Agro ,www.rexil-agro.com,5.0, 100% recommended to a friend, 1, 1, --
 Misgyr ,www.misgyr.nl,5.0, 100% recommended to a friend, 1, --, --
 Canal Company ,www.canal.nl,5.0, 100% recommended to a friend, 1, --, 1
 Creaforti ,www.creaforti.nl,3.0, 0% recommended to a friend, 1, 2, --
 Basil ,www.basil.nl,5.0, 100% recommended to a friend, 1, --, --
 Van Hessen ,www.vanhessen.com,4.0, 100% recommended to a friend, 1, --, --
 Effacts ,www.effacts.com,2.0, 0% recommended to a friend, 1, 1, --
 Vijaya Energy Plus ,www.vijayaplus.in,1.0, 0% recommended to a friend, 1, 1, 1
 Agricover ,www.agricover.ro,5.0, 0% recommended to a friend, 1, --, --
 AcQ Inducom ,www.acq.nl,3.0, 0% recommended to a friend, 1, --, --
 Luna Meter ,www.lunatr.com,3.0, 0% recommended to a friend, 1, 1, --
 A1 Consultancy ,,5.0, 100% recommended to a friend, 1, --, --
 Expresso Fashion ,www.expressofashion.com,4.0, 100% recommended to a friend, 1, --, --
 Alvero ,www.alvero.nl,5.0, 100% recommended to a friend, 1, --, --
 Doublejo Media ,www.doublejo.nl,2.0, 100% recommended to a friend, 1, --, --
 Hydynamic Holland ,www.hydynamic-holland.nl,4.0, 100% recommended to a friend, 1, 1, --
 Stichting Humanitas ,www.stichtinghumanitas.nl,5.0, 100% recommended to a friend, 1, --, --
 Rotterdam Partners ,www.rotterdampartners.nl,3.0, 0% recommended to a friend, 1, --, --
 2theloo ,www.2theloo.com,3.0, 0% recommended to a friend, 1, 1, --
 DFE Pharma ,www.dfepharma.com,3.0, 0% recommended to a friend, 1, 1, 1
 GUHL Ikebana ,www.guhl.de,3.0, 100% recommended to a friend, 1, 2, --
 HANSAINVEST Hanseatische Investment ,www.hansainvest.com,4.0, 100% recommended to a friend, 1, 2, --
 HSV Fussball ,www.hsv.de,5.0, 0% recommended to a friend, 1, 1, 1
 manca ,www.manca-metall.de,2.0, 0% recommended to a friend, 1, 1, --
 Relius Farbenwerke ,www.relius.de,3.0, 100% recommended to a friend, 1, 2, --
 North Insight Consulting ,www.northinsightconsulting.com,5.0, 100% recommended to a friend, 1, --, --
 Kleerder ,www.kleerder.nl,4.0, 100% recommended to a friend, 1, --, --
 AlfaLima RH ,www.alfalima.fr,3.0, 100% recommended to a friend, 1, 1, --
 Magimix ,www.magimix.uk.com,5.0, 100% recommended to a friend, 1, 3, --
 PHOTONIS ,www.photonis.com,3.0, 0% recommended to a friend, 1, 1, --
 PractiComfort ,www.practicomfort.fr,1.0, 0% recommended to a friend, 1, --, 1
 SPS ,www.s-p-s.com,3.0, 0% recommended to a friend, 1, 2, --
 UNIFA ,www.ameublement.com,5.0, 100% recommended to a friend, 1, 1, --
 Sulbras ,www.sulbras.com.br,5.0, 100% recommended to a friend, 1, --, 1
 Men at Work Exports ,www.mawsatcom.com,4.0, 100% recommended to a friend, 1, 1, --
 Revaho ,www.revaho.nl,4.0, 100% recommended to a friend, 1, 1, 1
 Rainbow Solutions ,www.rainbowsolutions.org,4.0, 100% recommended to a friend, 1, 2, --
 Shoppingbuddy ,www.shoppingbuddy.nl,5.0, 100% recommended to a friend, 1, 1, --
 GB Car Deals ,www.gbcardeals.com,1.0, 0% recommended to a friend, 1, --, --
 Adrem Car Limburg ,www.adremlimburg.nl,3.0, 100% recommended to a friend, 1, --, --
 Wilkens c.s. ,www.wilkens.nl,2.0, 0% recommended to a friend, 1, 1, --
 Performation ,www.performation.com,5.0, 100% recommended to a friend, 1, --, 1
 Northwave ,www.northwave.nl,4.0, 100% recommended to a friend, 1, 2, --
 Brand New Day ,www.brandnewday.nl,4.0, 100% recommended to a friend, 1, 2, --
 OHRA ,www.ohra.nl,4.0, 100% recommended to a friend, 1, 2, --
 Winvision (NL) ,www.winvision.nl,4.0, 100% recommended to a friend, 1, 2, --
 VZVZ ,www.vzvz.nl,5.0, 100% recommended to a friend, 1, 2, --
 XTG ,www.xtg.nl,2.0, 0% recommended to a friend, 1, --, --
 VAPRO ,www.vapro.nl,2.0, 100% recommended to a friend, 1, 1, --
 Tam Tam ,www.tamtam.nl,5.0, 100% recommended to a friend, 1, --, --
 Embassy of Brazil in The Hague ,haia.itamaraty.gov.br,2.0, 0% recommended to a friend, 1, 1, --
 i2i ,www.i2i.eu,5.0, 100% recommended to a friend, 1, --, 2
 Prominent ,www.prominent.nu,3.0, 100% recommended to a friend, 1, --, --
 Login Consultants ,www.loginconsultants.com,5.0, 100% recommended to a friend, 1, 3, 1
 Security Management Group Rotterdam ,www.smg-rotterdam.nl,1.0, 0% recommended to a friend, 1, 1, --
 Motivaction International ,www.motivaction.nl,4.0, 100% recommended to a friend, 1, 3, 1
 Bell ID ,www.bellid.com,4.0, 100% recommended to a friend, 1, 1, 1
 The Future Group (TFG) ,www.the-future-group.com,2.0, 0% recommended to a friend, 1, --, --
 softcarrier ,www.softcarrier.com,4.0, 100% recommended to a friend, 1, 1, --
 Omedi ,www.omedi.nl,5.0, 100% recommended to a friend, 1, --, --
 Pre.sense ,www.presense.io,3.0, 100% recommended to a friend, 1, 1, --
 Esri Nederland ,www.esri.nl,4.0, 100% recommended to a friend, 1, 3, --
 Erasmus Mundus SETS ,web.upcomillas.es,1.0, 0% recommended to a friend, 1, --, --
 RedHelper ,www.redhelper.com,4.0, 100% recommended to a friend, 1, 1, --
 Legislatura de la Ciudad de Buenos Aires ,www.legislatura.gov.ar,2.0, 0% recommended to a friend, 1, --, --
 MAT25 ,www.mat25.eu,5.0, 100% recommended to a friend, 1, --, --
 Nova Electric Racing ,www.novabike.nl,5.0, 100% recommended to a friend, 1, --, --
 Vidomes ,www.vidomes.nl,4.0, 100% recommended to a friend, 1, 1, --
 GeBa Schrijnwerkerij ,www.gebaschrijnwerkerij.be,5.0, 100% recommended to a friend, 1, --, --
 Cordaan ,www.cordaan.nl,4.1, 87% recommended to a friend, 9, 13, --
 INSynQ ,www.insynq.nl,5.0, 100% recommended to a friend, 1, 1, --
 Klant Contact Services ,www.klantcontactservices.nl,5.0, 100% recommended to a friend, 1, 1, --
 Amsterdam Metallized Products ,www.metallized.nl,5.0, 100% recommended to a friend, 1, 1, --
 Ignation ,www.ignation.io,5.0, 100% recommended to a friend, 1, 1, 1
 BIOS-groep ,www.biosgroep.nl,5.0, 100% recommended to a friend, 1, --, --
 De Banketgroep ,www.debanketgroep.com,4.0, 100% recommended to a friend, 1, 1, --
 Livio ,www.livio.nl,4.0, 100% recommended to a friend, 1, 1, --
 Rotaform Systeemtechniek ,www.rotaform-st.nl,4.0, 100% recommended to a friend, 1, --, --
 HilverZorg ,www.hilverzorg.nl,4.0, 100% recommended to a friend, 1, --, --
 Bo-rent ,www.borent.nl,2.0, 0% recommended to a friend, 1, --, --
 Dutch Marine Contractors ,www.dutchmarinecontractors.com,5.0, 100% recommended to a friend, 1, 1, --
 Interzorg ,www.interzorgthuiszorg.nl,5.0, 100% recommended to a friend, 1, --, --
 HotelSource ,www.hotelsource.nl,3.0, 0% recommended to a friend, 1, --, --
 Nedinsco ,www.nedinsco.com,5.0, 100% recommended to a friend, 1, --, --
 ATAG ,www.atag.nl,4.0, 100% recommended to a friend, 1, 2, --
 Just Architects ,www.justarchitects.eu,1.0, 0% recommended to a friend, 1, --, --
 Terberg ,www.terberg.eu,5.0, 100% recommended to a friend, 1, --, --
 Stichting Brentano ,www.brentano.nl,4.0, 100% recommended to a friend, 1, --, --
 Lucardi Juweliers ,www.lucardi.nl,5.0, 100% recommended to a friend, 1, --, --
 Retail Reality ,www.retailreality.nl,4.0, 100% recommended to a friend, 1, --, --
 ProfCore Group ,www.profcorewerkt.nl,1.0, 0% recommended to a friend, 1, 1, --
 Radio DFM ,www.radiodfm.com,4.0, 100% recommended to a friend, 1, --, 1
 Headline interactive ,www.headline-interactive.nl,4.0, 100% recommended to a friend, 1, 1, --
 UDomain ,www.udomain.com.hk,3.0, 0% recommended to a friend, 1, 1, --
 Cascade - visuele communicatie ,www.cascadecommunicatie.nl,4.0, 0% recommended to a friend, 1, --, --
 Innopay ,www.innopay.com,4.0, 100% recommended to a friend, 1, 3, 1
 TLR international laboratories ,www.tlr.nl,3.0, 100% recommended to a friend, 1, 1, --
 De Franse Kamer ,www.defransekamer.com,4.0, 100% recommended to a friend, 1, 1, --
 Van der Heden IRU ,www.vdh-iru.nl,1.0, 0% recommended to a friend, 1, 1, 1
 Mediumware ,,5.0, 100% recommended to a friend, 1, 1, --
 Orient Plaza ,www.orientplaza.com,2.0, 0% recommended to a friend, 1, --, --
 Remain Software ,www.remainsoftware.com,4.0, 100% recommended to a friend, 1, --, --
 YourSales ,www.yoursales.com,5.0, 100% recommended to a friend, 1, --, --
 Tripolis Solutions ,www.tripolis.com,3.0, 0% recommended to a friend, 1, 1, --
 Peoplehunt ,www.peoplehunt.nl,5.0, 100% recommended to a friend, 1, --, 1
 People Sourcing Crew ,www.peoplesourcingcrew.com,5.0, 100% recommended to a friend, 1, 1, --
 Octagon Professionals ,www.octagon.nl,5.0, 100% recommended to a friend, 1, --, --
 Novadoc Enterprise Content Management ,www.novadoc.nl,3.0, 100% recommended to a friend, 1, 1, --
 TenICT ,www.tenict.nl,4.0, 100% recommended to a friend, 1, 2, --
 Luminis ,www.luminis.eu,4.0, 100% recommended to a friend, 1, 3, --
 Tactus Addiction ,www.tactus.nl,4.0, 100% recommended to a friend, 1, 1, --
 Tritel BV ,www.tritel.nl,3.0, 0% recommended to a friend, 1, 2, --
 Stichting DUWO ,www.duwo.nl,2.0, 0% recommended to a friend, 1, --, --
 Team Loyalty ,www.teamloyalty.nl,5.0, 0% recommended to a friend, 1, 1, --
 Hollandsnieuwe ,www.hollandsnieuwe.nl,1.0, 0% recommended to a friend, 1, --, --
 Eetcafé ’t Havengat ,www.havengat.nl,5.0, 100% recommended to a friend, 1, --, --
 Zachtfruit Schalkwijk ,www.zachtfruit.com,5.0, 100% recommended to a friend, 1, --, --
 Zorginstituut Nederland ,www.zorginstituutnederland.nl,3.0, 0% recommended to a friend, 1, 1, --
 FourPoints (Duivendrecht) ,www.fourpoints.nl,5.0, 100% recommended to a friend, 1, 1, --
 Pivoton ,www.pivoton.nl,1.0, 0% recommended to a friend, 1, --, --
 Aero Dynamics ,www.aero-dynamiek.nl,3.0, 100% recommended to a friend, 1, --, --
 WCC Group B.V. ,www.wcc-group.com,5.0, 100% recommended to a friend, 1, 1, --
 NCCW ,www.nccw.nl,3.0, 0% recommended to a friend, 1, 1, --
 Front Runner ,www.frontrunner.nl,3.0, 0% recommended to a friend, 1, 1, 1
 Witte Kruis ambulance ,www.wittekruis.nl,4.0, 100% recommended to a friend, 1, 1, --
 Chandra Bowling ,www.chandrabowling.nl,3.0, 0% recommended to a friend, 1, --, --
 RBC Engineering Support ,www.rbc-es.nl,5.0, 100% recommended to a friend, 1, 1, 1
 Total Hair Service ,www.totalhair.nl,1.0, 0% recommended to a friend, 1, 1, --
 CODE 043 ,www.code043.nl,5.0, 100% recommended to a friend, 1, --, --
 Compello ,www.compello.nl,4.0, 0% recommended to a friend, 1, 1, --
 Blue Lynx Employment ,www.bluelynx.com,5.0, 100% recommended to a friend, 1, --, --
 Aquaria ,www.aquariasrl.com,3.0, 100% recommended to a friend, 1, 1, --
 ColourBlind Studio ,www.colourblind.cc,5.0, 100% recommended to a friend, 1, 1, --
 Adésys ,www.adesys.nl,2.0, 0% recommended to a friend, 1, 1, --
 Taxi Schimmel ,www.taxischimmel.nl,1.0, 0% recommended to a friend, 1, 1, --
 Rhijnvis Media ,www.rhijnvismedia.nl,4.0, 100% recommended to a friend, 1, --, --
 Solide Intermediair ,www.solideintermediair.nl,5.0, 100% recommended to a friend, 1, --, --
 The Class of 2020 ,www.classof2020.nl,5.0, 100% recommended to a friend, 1, --, 1
 LS Egypt ,www.lsegypt.com,4.0, 0% recommended to a friend, 1, --, --
 Denc ,www.denc.nl,4.0, 100% recommended to a friend, 1, --, --
 H.O.D. Nederland ,www.hod.nl,4.0, 100% recommended to a friend, 1, 1, --
 Meijndert International ,www.meijndert.eu,5.0, 100% recommended to a friend, 1, 1, --
 Soil & More International ,www.soilandmore.com,5.0, 100% recommended to a friend, 1, 1, --
 ROC van Flevoland ,www.rocvf.nl,3.0, 0% recommended to a friend, 1, --, --
 Flinders Design ,www.flinders.nl,5.0, 100% recommended to a friend, 1, 1, 1
 iQU ,www.iqu.com,5.0, 100% recommended to a friend, 1, 1, --
 Nu-Air ,www.nu-air.com,4.0, 100% recommended to a friend, 1, 1, --
 Zorgwerk ,www.zorgwerk.nl,4.0, 100% recommended to a friend, 1, 1, --
 Boerderij De Boerinn ,www.deboerinn.nl,5.0, 100% recommended to a friend, 1, 1, --
 ECNC ,www.ecnc.org,4.0, 0% recommended to a friend, 1, --, --
 Omroep Gelderland ,www.omroepgelderland.nl,5.0, 100% recommended to a friend, 1, 1, --
 EMG ,www.emg-pr.com,5.0, 0% recommended to a friend, 1, 1, --
 ARC Rynek i Opinia ,arc.com.pl,3.0, 0% recommended to a friend, 1, --, --
 Woodstone Pizza & Flame Grill Restaurant ,www.woodstonerestaurant.co.uk,3.0, 0% recommended to a friend, 1, 1, --
 CRI Service ,www.cri-service.nl,4.0, 100% recommended to a friend, 1, 2, --
 Openprovider ,www.openprovider.com,4.0, 100% recommended to a friend, 1, --, 1
 Erasmus Education ,www.erasmusbijles.nl,4.0, 100% recommended to a friend, 1, --, 1
 Prins Hendrik Hotel ,www.amsterdam.info,1.0, 0% recommended to a friend, 1, --, --
 Pitt IT Professionals ,www.pitt-it.nl,5.0, 0% recommended to a friend, 1, --, --
 Yulius ,www.yulius.nl,2.0, 0% recommended to a friend, 1, 1, 1
 Kojac ,www.kojac.nl,4.0, 100% recommended to a friend, 1, 2, --
 Pelikaan Reizen ,www.pelikaanreizen.nl,4.0, 100% recommended to a friend, 1, 1, --
 Industria Extrufan ,www.extrufan.com,4.0, 100% recommended to a friend, 1, --, --
 IQ Creative ,www.iqcreative.nl,4.0, 100% recommended to a friend, 1, 2, --
 Centre for Human Drug Research ,www.chdr.nl,3.0, 0% recommended to a friend, 1, 1, --
 Innoseis ,www.innoseis.com,4.0, 100% recommended to a friend, 1, 1, --
 Uniface ,www.uniface.com,4.0, 0% recommended to a friend, 1, 2, --
 Vogelbescherming Nederland ,www.vogelbescherming.nl,5.0, 100% recommended to a friend, 1, 1, --
 Noterik ,www.noterik.nl,4.0, 100% recommended to a friend, 1, --, --
 Kiiroo ,www.kiiroo.com,5.0, 100% recommended to a friend, 1, --, --
 Dutch Casting ,www.dutchcasting.nl,3.0, 0% recommended to a friend, 1, --, --
 Axidus ,www.axidus.com,3.0, 0% recommended to a friend, 1, --, --
 Usable by Design ,,5.0, 100% recommended to a friend, 1, 1, --
 New Monday ,www.newmonday.nl,4.0, 100% recommended to a friend, 1, 1, --
 The Duchess ,www.the-duchess.com,4.0, 100% recommended to a friend, 1, --, --
 Kooijman Autogroep ,www.kooijman-autogroep.nl,3.0, 0% recommended to a friend, 1, 2, --
 Provincie Gelderland ,www.gelderland.nl,4.0, 100% recommended to a friend, 1, 2, 1
 Tandartsenpraktijk de Saen ,www.tpdesaen.nl,4.0, 100% recommended to a friend, 1, 2, 1
 Readmore ,www.readmo.re,5.0, 100% recommended to a friend, 1, --, --
 Spinnin Records ,www.spinninrecords.com,1.0, 0% recommended to a friend, 1, --, 1
 MÄURER & WIRTZ ,www.m-w.de,4.0, 100% recommended to a friend, 1, 2, --
 Jumbo Diset ,www.jumbo.eu,4.0, 100% recommended to a friend, 1, --, --
 Toneelschuur & Filmschuur ,www.toneelschuur.nl,4.0, 0% recommended to a friend, 1, --, --
 The Palmdale Aerospace Academy ,www.tpaa.org,5.0, 100% recommended to a friend, 1, 1, --
 Everest Business Engineering ,www.everest.nl,3.0, 0% recommended to a friend, 1, 3, --
 Clinical Graphics ,www.clinicalgraphics.com,5.0, 100% recommended to a friend, 1, 1, --
 Tromp Medical ,www.trompmedical.com,3.0, 100% recommended to a friend, 1, 1, --
 ktc Digital Agency ,www.ktcagency.com,5.0, 100% recommended to a friend, 1, --, 1
 Sparked (NL) ,www.sparked.nl,5.0, 100% recommended to a friend, 1, 1, --
 Ramada Apollo Amsterdam Centre ,www.ramada-amsterdam.com,5.0, 100% recommended to a friend, 1, 1, --
 ClusterVision ,www.clustervision.com,4.0, 100% recommended to a friend, 1, 2, 1
 Muntstad ,www.muntstad.nl,5.0, 100% recommended to a friend, 1, 1, --
 Meijer & Walters ,www.meijerwalters.com,4.0, 100% recommended to a friend, 1, --, --
 Paraná Edificações ,www.paranaedificacoes.pr.gov.br,3.0, 0% recommended to a friend, 1, --, --
 TV Media Partners ,www.tvmediapartners.nl,4.0, 100% recommended to a friend, 1, --, 1
 Makers Channel ,www.makerschannel.com,3.0, 0% recommended to a friend, 1, --, 1
 Holland Startup ,www.hollandstartup.com,4.0, 100% recommended to a friend, 1, 2, 1
 Triversum ,www.triversum.nl,4.0, 0% recommended to a friend, 1, 1, --
 VormVijf ,www.vormvijf.nl,3.0, 100% recommended to a friend, 1, 1, --
 Terberg Group ,www.terberggroup.com,4.0, 100% recommended to a friend, 1, --, --
 USG Restart ,www.usgrestart.nl,2.0, 0% recommended to a friend, 1, 1, --
 Locamation ,www.locamation.com,5.0, 0% recommended to a friend, 1, 2, --
 Traffic Builders ,www.traffic-builders.com,2.0, 0% recommended to a friend, 1, --, --
 Kirkman Company ,www.kirkmancompany.com,4.0, 0% recommended to a friend, 1, --, 1
 Platform161 ,www.platform161.com,5.0, 100% recommended to a friend, 1, --, --
 TeeezCosmetics ,www.teeezcosmetics.com,1.0, 0% recommended to a friend, 1, 1, 1
 InnovationQuarter ,www.innovationquarter.nl,4.0, 100% recommended to a friend, 1, 1, --
 International Congress and Convention Association ,www.iccaworld.com,4.0, 0% recommended to a friend, 1, --, --
 Seven Stars ,www.sevenstars.nl,5.0, 100% recommended to a friend, 1, 2, --
 Managed IT ,www.managed-it.nl,2.0, 0% recommended to a friend, 1, 1, --
 Isatis Group ,www.isatis.nl,4.0, 100% recommended to a friend, 1, 1, --
 Siqura ,www.siqura.com,4.0, 100% recommended to a friend, 1, 1, --
 Muzerije ,www.muzerije.nl,5.0, 100% recommended to a friend, 1, --, --
 Snow ,www.snow.nl,5.0, 100% recommended to a friend, 1, 4, --
 Storm Digital ,www.stormdigital.nl,5.0, 100% recommended to a friend, 1, 2, --
 HEUSSEN Rechtsanwaltsgesellschaft ,www.heussen-law.de,5.0, 100% recommended to a friend, 1, --, --
 ScriptieAF ,www.scriptieaf.nl,4.0, 100% recommended to a friend, 1, 1, --
 Voogd & Voogd ,www.voogd.com,3.0, 0% recommended to a friend, 1, --, --
 Concorde Group ,www.concorde.nl,4.0, 0% recommended to a friend, 1, --, --
 FOOX Groothandelsorganisatie ,www.foox.nl,2.0, 100% recommended to a friend, 1, 1, --
 Lovers Industrial ,www.loversglobal.com,4.0, 100% recommended to a friend, 1, --, --
 Omoda ,www.omoda.nl,4.0, 100% recommended to a friend, 1, --, 1
 Devopsense ,www.devopsense.com,5.0, 100% recommended to a friend, 1, 1, --
 Kruimels ,,5.0, 100% recommended to a friend, 1, --, --
 Beko Advies ,www.beko-advies.nl,4.0, 100% recommended to a friend, 1, 2, --
 Stertil ,www.stertil.com,5.0, 0% recommended to a friend, 1, --, --
 Truvo Service & Technology ,,3.0, 0% recommended to a friend, 1, 2, --
 Vida XL ,www.vidaxl.nl,1.0, 0% recommended to a friend, 1, --, --
 Imbull ,www.imbull.com,4.0, 100% recommended to a friend, 1, --, --
 Plasthill ,www.plasthill.nl,4.0, 100% recommended to a friend, 1, 1, --
 GGZ inGeest ,www.ggzingeest.nl,5.0, 100% recommended to a friend, 1, --, --
 Zaga Publicidad ,,2.0, 0% recommended to a friend, 1, --, --
 Bloomville ,www.bloomville.nl,4.0, 100% recommended to a friend, 1, --, --
 Mysolution ,www.mysolution.nl,, -100% recommended to a friend, 1, --, --
 TradeCloud ,www.tradecloud.nl,5.0, 100% recommended to a friend, 1, --, --
