Company_name,Company_website,Rating_nr,Rating_recommend_to_friend,Number_of_reviews,Number_of_salaries,Number_of_interviews
 itslearning ,www.itslearning.com,2.9, 44% recommended to a friend, 49, 19, 8
 Oppo Mobile Communications ,www.oppomobile.com.sg,3.2, 60% recommended to a friend, 49, 23, 8
 Studypool ,www.studypool.com,4.7, 96% recommended to a friend, 49, 2, 5
 Bancolombia ,www.bancolombia.com.co,4.4, 95% recommended to a friend, 48, 20, 2
 Altium Limited ,www.altium.com,3.4, 53% recommended to a friend, 48, 46, 7
 Charité ,www.charite.de,3.3, 56% recommended to a friend, 48, 74, 9
 Tendril ,www.tendrilinc.com,4.3, 87% recommended to a friend, 48, 73, 13
 Eidos Montreal ,www.eidosmontreal.com,3.6, 65% recommended to a friend, 48, 51, 6
 Tecnimont ICB ,www.ticb.com,4.0, 85% recommended to a friend, 48, 21, 15
 BETC Paris ,www.betc-life.com,3.3, 76% recommended to a friend, 48, 71, 8
 Next Ventures ,www.next-ventures.com,4.1, 79% recommended to a friend, 48, 21, 8
 Models Own ,www.modelsownit.com,2.8, 41% recommended to a friend, 48, 27, 14
 ibis ,www.ibis.com,3.0, 49% recommended to a friend, 48, 26, 3
 Bonduelle ,www.bonduelle.com,3.6, 72% recommended to a friend, 47, 48, 8
 Kintetsu World Express ,www.kwe.co.jp,2.5, 35% recommended to a friend, 47, 15, 4
 Hercules Offshore ,www.herculesoffshore.com,3.8, 61% recommended to a friend, 47, 22, 4
 Allegra Direct Communications ,www.allegra-direct.com,2.2, 30% recommended to a friend, 47, 27, 7
 Cementos Argos ,www.argos-us.com,2.9, 46% recommended to a friend, 47, 28, 3
 CIBC Wood Gundy ,www.cibcwoodgundy.com,3.0, 40% recommended to a friend, 47, 59, 7
 Haute Living ,www.hauteliving.com,3.1, 48% recommended to a friend, 47, 15, 7
 TU Braunschweig ,www.tu-braunschweig.de,4.2, 92% recommended to a friend, 47, 67, 5
 Avangate ,www.avangate.com,4.1, 81% recommended to a friend, 47, 16, 5
 Collibra ,www.collibra.com,4.3, 85% recommended to a friend, 47, 12, 11
 IOT Infrastructure & Energy ,www.iotinfraenergy.com,3.9, 83% recommended to a friend, 47, 28, 5
 SRI Delhi ,www.samsung.com,2.4, 34% recommended to a friend, 47, 29, 7
 Libbey ,www.libbey.com,3.0, 38% recommended to a friend, 46, 75, 6
 Descartes Systems ,www.descartes.com,2.9, 41% recommended to a friend, 46, 51, 7
 SRAM ,www.sram.com,4.3, 92% recommended to a friend, 46, 58, 15
 UW Credit Union ,www.uwcu.org,4.1, 86% recommended to a friend, 46, 96, 13
 Frontier Strategy Group ,www.frontierstrategygroup.com,3.8, 68% recommended to a friend, 46, 55, 17
 Casenet ,www.casenetllc.com,4.0, 87% recommended to a friend, 46, 47, 25
 Telerik ,www.telerik.com,3.6, 77% recommended to a friend, 46, 97, 15
 Larson-Juhl ,www.larson-juhl.com,2.5, 38% recommended to a friend, 46, 51, 6
 London South Bank University ,www.lsbu.ac.uk,2.6, 43% recommended to a friend, 46, 31, 1
 Amicorp ,www.amicorp.com,3.0, 40% recommended to a friend, 46, 37, 7
 Albéa ,www.albea-group.com,3.6, 73% recommended to a friend, 47, 46, 5
 RedBalloon ,www.redballoon.com.au,3.2, 57% recommended to a friend, 46, 7, 4
 XXXLutz ,www.xxxlutz.de,3.8, 72% recommended to a friend, 47, 46, 8
 Brammer ,www.brammer.biz,3.1, 57% recommended to a friend, 45, 60, 4
 Universität Wien ,www.univie.ac.at,3.9, 81% recommended to a friend, 45, 90, 4
 LaSalle Investment Management ,www.lasalle.com,3.8, 76% recommended to a friend, 45, 58, 7
 Xinhua News Agency ,www.xinhuanet.com,3.1, 51% recommended to a friend, 45, 2, 8
 Advantage xPO ,www.advantagexpo.com,3.0, 56% recommended to a friend, 45, 52, 5
 STM ,www.stm.info,3.3, 67% recommended to a friend, 45, 34, 4
 Costa Crociere ,www.career.costacrociere.it,3.3, 57% recommended to a friend, 45, 20, 16
 Flamingo ,www.flamingogroup.com,3.1, 59% recommended to a friend, 45, 46, 8
 Asseco Group ,www.asseco.com,3.4, 55% recommended to a friend, 45, 6, 13
 Emergo Group ,www.emergogroup.com,3.7, 72% recommended to a friend, 45, 30, 6
 DNB ,www.dnb.no,4.2, 80% recommended to a friend, 45, 21, 13
 Groupe Roullier ,www.roullier.com,3.9, 86% recommended to a friend, 45, 32, 15
 mGage ,www.mgage.com,3.5, 68% recommended to a friend, 45, 21, 4
 Petrosoft ,www.petrosoftinc.com,3.9, 74% recommended to a friend, 45, 13, 4
 China Southern Airlines ,www.cs-air.com,2.8, 34% recommended to a friend, 44, 20, 8
 Braskem ,www.braskem.com.br,4.2, 99% recommended to a friend, 44, 46, 17
 Pregis ,www.pregis.com,3.7, 68% recommended to a friend, 44, 21, 4
 Myriad Group ,www.myriadgroup.com,2.4, 25% recommended to a friend, 44, 21, 2
 Yonsei University ,www.yonsei.ac.kr,3.3, 62% recommended to a friend, 44, 4, 5
 Compact Power Equipment ,www.cpiequipment.com,2.3, 31% recommended to a friend, 44, 22, 7
 Universidad Nacional Autónoma de México ,www.unam.mx,4.0, 88% recommended to a friend, 44, 11, 3
 Pull and Bear ,www.pullandbear.com,2.7, 33% recommended to a friend, 44, 24, 9
 Tubitak Bilgem ,www.bilgem.tubitak.gov.tr,3.1, 34% recommended to a friend, 44, 16, 5
 Innovative Client Connections ,www.innovativeclientconnections.com,4.0, 76% recommended to a friend, 44, 9, 32
 AN & Associates ,www.an-associates.com,4.0, 51% recommended to a friend, 55, 8, 5
 Cosmote ,www.cosmote.gr,3.0, 37% recommended to a friend, 43, 22, 6
 American Management Association ,www.amanet.org,3.4, 58% recommended to a friend, 43, 68, 6
 Jackson Therapy Partners ,www.jacksontherapy.com,3.2, 55% recommended to a friend, 43, 453, 16
 Independent Project Analysis ,www.ipaglobal.com,3.4, 83% recommended to a friend, 43, 84, 16
 Technogym ,www.technogym.com,3.4, 46% recommended to a friend, 43, 27, 15
 International Fund For Animal Welfare ,www.ifaw.org,3.0, 45% recommended to a friend, 43, 28, --
 PBK ,www.pbk.com,3.7, 67% recommended to a friend, 43, 52, 10
 UK Parliament ,www.parliament.uk,3.4, 70% recommended to a friend, 44, 38, 6
 OnGraph ,www.ongraph.com,4.4, 96% recommended to a friend, 43, 18, 8
 IKO Industries ,www.iko.com,2.7, 30% recommended to a friend, 43, 39, 10
 CrossKnowledge ,www.crossknowledge.com,3.7, 79% recommended to a friend, 43, 30, 5
 Telkom Indonesia ,www.telkom.co.id,4.1, 81% recommended to a friend, 42, 13, 8
 NSK ,www.nsk.com,2.9, 57% recommended to a friend, 42, 34, 5
 Whistl ,www.whistl.co.uk,2.6, 46% recommended to a friend, 43, 29, 6
 Ascom ,www.ascom.us,3.1, 48% recommended to a friend, 42, 31, 6
 Purchase College ,www.purchase.edu,3.8, 76% recommended to a friend, 42, 25, 5
 MedAvante ,www.medavante.com,4.0, 79% recommended to a friend, 42, 37, 3
 Four Clover Realty ,www.clovermark.in,1.8, 24% recommended to a friend, 42, 23, 7
 Voxy ,www.voxy.com,3.1, 46% recommended to a friend, 42, 33, 6
 Vets Now ,www.vets-now.com,4.1, 80% recommended to a friend, 42, 21, 2
 CONTAX ,www.contax.com,3.1, 56% recommended to a friend, 42, 44, 20
 PSA ,www.azpsa.org,3.0, 62% recommended to a friend, 43, 29, 14
 Degreed ,www.degreed.com,4.6, 92% recommended to a friend, 42, 13, 5
 Redwood Trust ,www.redwoodtrust.com,3.6, 61% recommended to a friend, 41, 40, 3
 Grohe ,www.grohe.com,3.3, 56% recommended to a friend, 41, 62, 11
 Savino Del Bene ,www.sdb.it,1.7, 14% recommended to a friend, 41, 29, 10
 Research International ,www.research-int.com,3.4, 80% recommended to a friend, 41, 27, 4
 National Radio Astronomy Observatory (NRAO) ,www.nrao.edu,3.3, 48% recommended to a friend, 41, 80, 8
 Vilebrequin ,www.vilebrequin.com,2.4, 24% recommended to a friend, 41, 34, 8
 TWI ,www.twi.co.uk,3.4, 71% recommended to a friend, 41, 49, 11
 JOHN MCNEIL STUDIO ,www.johnmcneilstudio.com,3.0, 38% recommended to a friend, 41, 47, 11
 Mercuria Energy ,www.mercuria.com,3.0, 35% recommended to a friend, 41, 27, 4
 Insigno Quipment ,www.quipment.in,2.3, 34% recommended to a friend, 41, 11, 5
 SNT Deutschland ,www.snt-ag.de,3.9, 71% recommended to a friend, 41, 36, 4
 Seavus ,www.seavus.com,4.1, 86% recommended to a friend, 41, 2, 8
 Tookitaki ,www.tookitaki.com,4.7, 93% recommended to a friend, 41, 7, 12
 Rangle.io ,www.rangle.io,3.8, 77% recommended to a friend, 41, 50, 14
 Somfy ,www.somfy.com,3.6, 66% recommended to a friend, 40, 47, 3
 Carpetright ,www.carpetright.plc.uk,2.9, 55% recommended to a friend, 40, 97, 7
 Umbra ,www.umbra.com,2.4, 45% recommended to a friend, 40, 23, 9
 Telesis ,www.telesishq.com,3.0, 55% recommended to a friend, 40, 33, 5
 The Mountbatten Institute ,www.mountbatten.org,3.3, 70% recommended to a friend, 40, 22, 12
 Cathay United Bank ,www.cathaybk.com.tw,3.3, 36% recommended to a friend, 40, 20, 9
 Cellworks ,www.cellworksgroup.com,2.9, 58% recommended to a friend, 40, 18, 6
 QNAP ,www.qnap.com,2.7, 41% recommended to a friend, 40, 23, 4
 Atlantis Computing ,www.atlantiscomputing.com,3.0, 43% recommended to a friend, 40, 49, 5
 Praj Industries ,www.praj.net,4.1, 73% recommended to a friend, 40, 21, 6
 Lockwood International ,www.lockwoodint.com,1.7, 2% recommended to a friend, 40, 21, 5
 Uniper ,www.uniper.energy,3.3, 72% recommended to a friend, 40, 52, 4
 Celerant Consulting ,www.hitachiconsulting.com,3.6, 83% recommended to a friend, 39, 117, 9
 gategroup ,www.gategroup.com,1.8, 15% recommended to a friend, 39, 29, 5
 Urenco ,www.urenco.com,3.6, 61% recommended to a friend, 39, 32, 5
 TU Dortmund ,www.tu-dortmund.de,4.5, 95% recommended to a friend, 39, 82, 2
 Phillips-Medisize ,www.phillipsmedisize.com,3.2, 53% recommended to a friend, 39, 48, 5
 Alpha Financial Markets Consulting ,www.alphafmc.com,4.7, 93% recommended to a friend, 39, 52, 27
 Downtown Magazine NYC ,www.downtownmagazinenyc.com,2.5, 33% recommended to a friend, 39, 3, 6
 Kuehne + Nagel Road ,www.kuehne-nagel-road.fr,2.9, 33% recommended to a friend, 40, 14, 3
 Prithvi Land Project ,www.prithvilandproject.com,4.8, 96% recommended to a friend, 39, 2, 2
 Minerals Technologies ,www.mineralstech.com,3.2, 61% recommended to a friend, 38, 21, 4
 MEDRAD ,www.medrad.com,3.1, 45% recommended to a friend, 38, 68, 6
 Habitat ,www.habitat.net,3.2, 63% recommended to a friend, 38, 38, 2
 QPS ,www.qps.com,3.2, 51% recommended to a friend, 38, 96, 10
 National Audit Office ,www.nao.gov.uk,3.6, 79% recommended to a friend, 38, 71, 14
 National Community Reinvestment Coalition ,www.ncrc.org,2.7, 43% recommended to a friend, 38, 19, 5
 Sercel ,www.sercel.com,3.7, 75% recommended to a friend, 38, 40, 4
 Wieden + Kennedy (HQ) ,www.wk.com,4.1, 90% recommended to a friend, 38, 56, 11
 CWS Technology ,www.cwstechnology.com,3.3, 58% recommended to a friend, 38, 23, 6
 The Business Year ,www.thebusinessyear.com,2.3, 25% recommended to a friend, 38, 1, 12
 Numbrs ,www.numbrs.com,2.8, 39% recommended to a friend, 38, 21, 24
 Keele University ,www.keele.ac.uk,3.8, 82% recommended to a friend, 38, 30, 2
 Retail Marketing Group ,www.retailmarketing.com,3.6, 69% recommended to a friend, 38, 27, 7
 Gibson Innovations ,www.gibsoninnovations.com,2.1, 30% recommended to a friend, 38, 15, 3
 Printronix ,www.printronix.com,2.9, 37% recommended to a friend, 37, 28, 1
 Upper Deck ,www.upperdeck.com,2.5, 34% recommended to a friend, 37, 47, 1
 ISG ,www.isgplc.com,4.1, 98% recommended to a friend, 37, 31, 8
 The Honeybaked Ham co. ,www.honeybakedtotherescue.com,3.4, 66% recommended to a friend, 37, 35, 3
 Busch ,www.busch.de,3.1, 49% recommended to a friend, 37, 35, 3
 Medanta the Medicity ,www.medanta.org,3.3, 74% recommended to a friend, 37, 11, 8
 NIT Rourkela ,www.nitrkl.ac.in,4.1, 94% recommended to a friend, 37, 7, 3
 Govt of Pakistan ,www.pakistan.gov.pk,4.1, 60% recommended to a friend, 37, 19, 5
 AGIA ,www.agia.com,3.1, 61% recommended to a friend, 37, 27, 3
 MaRS Discovery District ,www.marsdd.com,3.8, 73% recommended to a friend, 37, 29, 11
 Britam ,www.britam.co.ke,3.6, 84% recommended to a friend, 37, 1, 3
 DSM SINOCHEM PHARMACEUTICALS ,www.dsm-sinochem.com,4.5, 93% recommended to a friend, 37, 8, 3
 Home Credit International ,www.homecredit.net,3.3, 64% recommended to a friend, 36, 10, 21
 Polaris Management Partners ,www.polarismanagement.com,3.2, 60% recommended to a friend, 36, 32, 21
 TAXI ,www.taxi.ca,3.5, 62% recommended to a friend, 36, 46, 7
 Trudy's ,www.trudys.com,2.9, 42% recommended to a friend, 36, 29, 4
 Mark-Taylor Residential ,www.mark-taylor.com,4.1, 85% recommended to a friend, 36, 41, 8
 ICD ,www.culturaldiplomacy.org,3.1, 68% recommended to a friend, 36, 10, 7
 Gigster ,www.gigster.com,4.9, 100% recommended to a friend, 36, 13, 33
 BIOLASE ,www.biolase.com,2.2, 15% recommended to a friend, 35, 12, 5
 Communisis ,www.communisis.com,3.4, 61% recommended to a friend, 35, 41, 12
 KEEN Footwear ,www.keenfootwear.com,3.1, 51% recommended to a friend, 35, 81, 12
 Zio's Italian Kitchen ,www.zios.com,2.8, 35% recommended to a friend, 35, 31, 6
 Kelway ,www.kelway.com,3.7, 67% recommended to a friend, 35, 22, 4
 Squaremouth ,www.squaremouth.com,4.5, 84% recommended to a friend, 35, 29, 18
 DrugDev ,www.drugdev.com,2.8, 35% recommended to a friend, 35, 30, 10
 Espace 3000 Groupe Cassard 25000 besancon ,www.autoservicecassard.com,4.5, 90% recommended to a friend, 35, 74, --
 Exousia Tech ,www.exousia.tech,4.4, 88% recommended to a friend, 35, 1, --
 Phillips Auctioneers ,www.phillips.com,3.1, 43% recommended to a friend, 34, 38, 16
 Sennheiser ,www.sennheiser.com,3.5, 81% recommended to a friend, 34, 30, 6
 Scholle IPN ,www.scholleipn.com,2.8, 44% recommended to a friend, 34, 61, 9
 Vinnell Arabia ,www.vinnellarabia.net,3.5, 61% recommended to a friend, 34, 4, 5
 Nix Solutions ,www.nixsolutions.com,4.3, 75% recommended to a friend, 34, 1, 2
 Commonwealth Secretariat ,www.thecommonwealth.org,2.4, 35% recommended to a friend, 34, 28, 5
 TAAZAA ,www.taazaa.com,4.5, 91% recommended to a friend, 34, 14, 4
 Coca-Cola India ,www.cocacolaindia.com,3.9, 87% recommended to a friend, 34, 19, 6
 Berenberg Bank ,www.berenberg.de,3.3, 61% recommended to a friend, 34, 65, 57
 Firmex ,www.firmex.com,4.5, 94% recommended to a friend, 34, 5, 7
 YouView ,www.youview.com,4.0, 80% recommended to a friend, 34, 33, 26
 Clintec ,www.clintec.com,4.3, 90% recommended to a friend, 34, 7, 6
 iHeart Studios ,www.iheartstudios.com,2.2, 38% recommended to a friend, 34, 26, 8
 Xoomworks ,www.xoomworks.com,4.5, 100% recommended to a friend, 34, 8, 4
 Magnitude Software ,www.magnitude.com,3.7, 70% recommended to a friend, 34, 15, 17
 Chassis Brakes International ,www.chassisbrakes.com,3.2, 59% recommended to a friend, 34, 20, 5
 Sarjen Systems ,www.sarjen.com,2.8, 48% recommended to a friend, 34, 6, 8
 Alitalia ,www.alitalia.com,2.5, 29% recommended to a friend, 33, 18, 4
 HELLO ,www.hellomagazine.com,4.0, 100% recommended to a friend, 33, 22, 6
 CMS Cameron McKenna ,www.cms-cmck.com,3.7, 79% recommended to a friend, 33, 29, 5
 Hoya ,www.hoya.co.jp,2.7, 41% recommended to a friend, 33, 12, 2
 Wallem Group ,www.wallem.com,3.7, 70% recommended to a friend, 33, 5, 5
 Cartesian Consulting ,www.cartesianconsulting.com,3.4, 65% recommended to a friend, 33, 35, 12
 SW6 Associates ,www.sw6associates.com,5.0, 100% recommended to a friend, 33, 36, 44
 MySmartPrice ,www.mysmartprice.com,3.9, 79% recommended to a friend, 33, 23, 13
 Lucini & Lucini Communications ,www.lucinilucini.com,4.3, 86% recommended to a friend, 33, 6, 7
 Cabot Credit Management ,www.cabotcm.com,3.1, 59% recommended to a friend, 33, 24, 6
 Teamwork.com ,www.teamwork.com,4.7, 93% recommended to a friend, 33, 10, 18
 Orion Group (UK) ,www.orionjobs.com,4.7, 92% recommended to a friend, 32, 15, 4
 ZETES ,www.zetes.com,2.7, 46% recommended to a friend, 32, 27, 1
 KMS Technology ,www.kms-technology.com,4.0, 73% recommended to a friend, 32, 34, 7
 Broadbean Technology ,www.broadbean.com,3.7, 62% recommended to a friend, 32, 34, 6
 Tikal Knowledge ,www.tikalk.com,5.0, 100% recommended to a friend, 32, 9, 3
 Nigel Wright ,www.nigelwright.com,3.8, 67% recommended to a friend, 32, 18, 3
 UXP Systems ,www.uxpsystems.com,4.1, 82% recommended to a friend, 32, 26, 9
 The Duck Store ,www.uoduckstore.com,3.7, 76% recommended to a friend, 32, 23, 11
 Cycling Sports Group ,www.cyclingsportsgroup.com,3.6, 70% recommended to a friend, 32, 70, 1
 ARS T&TT ,www.ars-traffic.com,3.0, 61% recommended to a friend, 32, 12, 11
 Daher ,www.daher.com,2.9, 37% recommended to a friend, 32, 52, 4
 EXCLUSIVE NETWORKS ,www.exclusive-networks.com,3.8, 86% recommended to a friend, 32, 24, 3
 GitLab ,about.gitlab.com,4.5, 88% recommended to a friend, 32, 11, 50
 Pentagram Design ,www.pentagram.com,3.1, 49% recommended to a friend, 31, 62, 6
 Translations.com ,www.translations.com,2.9, 33% recommended to a friend, 31, 27, 5
 Goldsmiths ,www.goldsmiths.co.uk,2.7, 45% recommended to a friend, 31, 29, 13
 RCI Bank and Services ,www.rcibs.com,2.9, 33% recommended to a friend, 31, 26, 3
 IHMC ,www.ihmc.us,4.6, 96% recommended to a friend, 31, 64, 4
 EMIS ,www.emis.com,3.5, 67% recommended to a friend, 32, 22, 3
 Atrium Medical ,www.atriummed.com,3.6, 62% recommended to a friend, 31, 39, 6
 Sensitech ,www.sensitech.com,3.7, 63% recommended to a friend, 31, 29, 3
 Mapi ,www.mapigroup.com,2.7, 30% recommended to a friend, 31, 40, 10
 Switch ,www.switch.us,3.6, 67% recommended to a friend, 31, 50, 8
 md7 ,www.md7.com,3.4, 61% recommended to a friend, 31, 26, 6
 Spreadshirt ,www.spreadshirt.net,4.3, 84% recommended to a friend, 31, 31, 8
 Gulf Agency Company ,www.gac.com,3.5, 76% recommended to a friend, 31, 10, 1
 Crisalix ,www.crisalix.com,3.8, 69% recommended to a friend, 27, 8, 4
 Alter Domus ,www.alterdomus.com,3.6, 94% recommended to a friend, 31, 45, 13
 Codility ,www.codility.com,4.3, 82% recommended to a friend, 31, 10, 12
 NDS ,www.ndsglobal.com,2.7, 57% recommended to a friend, 31, 12, 7
 Sawyer Studios ,www.sawyer-studios.com,4.0, 70% recommended to a friend, 31, 6, 8
 STS ,www.sts-education.com,4.1, 71% recommended to a friend, 31, 15, 6
 Value Retail ,www.valueretail.com,3.5, 54% recommended to a friend, 31, 14, 4
 Trescal ,www.trescal.com,3.7, 67% recommended to a friend, 31, 24, --
 AltaReturn ,www.altareturn.com,3.4, 60% recommended to a friend, 31, 8, 2
 AngloGold Ashanti ,www.anglogoldashanti.com,3.4, 61% recommended to a friend, 30, 8, 8
 COM DEV International ,www.comdevintl.com,2.6, 37% recommended to a friend, 30, 33, 4
 Nord Anglia Education ,www.nordanglia.com,3.3, 44% recommended to a friend, 30, 19, 7
 Primary Health Care ,www.primaryhealthcare.com.au,2.5, 27% recommended to a friend, 30, 25, 8
 Nordion ,www.nordion.com,4.0, 73% recommended to a friend, 30, 20, 9
 Chivas Brothers ,www.chivasbrothers.com,3.3, 70% recommended to a friend, 30, 22, 8
 TRS Staffing ,www.trsstaffing.com,3.7, 71% recommended to a friend, 30, 10, 5
 CNES ,www.cnes.fr,4.2, 93% recommended to a friend, 30, 69, 5
 ActivTrades ,www.activtrades.com,3.3, 60% recommended to a friend, 30, 15, 7
 Yonder ,www.tss-yonder.com,3.8, 82% recommended to a friend, 30, 10, 7
 Bursys Infotech ,www.bursys.com,2.9, 64% recommended to a friend, 29, 12, 8
 Hedvig ,www.hedvig.io,3.7, 65% recommended to a friend, 30, 12, 16
 CampusLogic ,www.campuslogic.com,4.8, 99% recommended to a friend, 30, 18, 23
 Gocompare ,www.gocompare.com,3.9, 74% recommended to a friend, 30, 30, 3
 Tangerine Holdings ,www.tangerineholdings.co.uk,2.1, 30% recommended to a friend, 30, 17, 6
